dTime,id,energy_power
20210516-09:00,1002,12.879031001220776
20210516-09:00,1003,-10.63743471799452
20210516-09:00,2000,0.0
20210516-09:00,2001,0.6423728412902066
20210516-10:00,1001,6.97700279830515
20210516-10:00,1002,13.273531230389608
20210516-10:00,1003,-10.198901248005926
20210516-10:00,2000,0.0
20210516-10:00,2001,0.6423728412902066
20210516-11:00,1001,6.785006775446512
20210516-11:00,1002,13.366063938311688
20210516-11:00,1003,-9.794434855949389
20210516-11:00,2000,0.0
20210516-11:00,2001,0.6423728412902066
20210516-12:00,1001,6.635052383507934
20210516-12:00,1002,13.429425291116882
20210516-12:00,1003,-9.615563496372577
20210516-12:00,2000,0.0
20210516-12:00,2001,0.6423728412902066
20210516-13:00,1001,6.84490392880144
20210516-13:00,1002,13.112390387584412
20210516-13:00,1003,-10.165316071861756
20210516-13:00,2000,0.0
20210516-13:00,2001,0.6423728412902066
20210516-14:00,1001,6.285243367853389
20210516-14:00,1002,13.80676214355844
20210516-14:00,1003,-8.796834184567382
20210516-14:00,2000,0.0
20210516-14:00,2001,0.6423728412902066
20210516-15:00,1001,5.6867767379417
20210516-15:00,1002,14.44473117348052
20210516-15:00,1003,-7.420818372809807
20210516-15:00,2000,0.0
20210516-15:00,2001,0.6423728412902066
20210516-16:00,1001,5.614765285474168
20210516-16:00,1002,14.786757469584416
20210516-16:00,1003,-7.115084999649633
20210516-16:00,2000,0.0
20210516-16:00,2001,0.6423728412902066
20210516-17:00,1001,5.860495937959882
20210516-17:00,1002,14.851860735064935
20210516-17:00,1003,-7.467493229982966
20210516-17:00,2000,0.0
20210516-17:00,2001,0.6423728412902066
20210516-18:00,1001,5.965341363017025
20210516-18:00,1002,14.905457359506496
20210516-18:00,1003,-7.570807033649631
20210516-18:00,2000,0.0
20210516-18:00,2001,0.6423728412902066
20210516-19:00,1001,5.750122802523519
20210516-19:00,1002,15.102993090155843
20210516-19:00,1003,-7.133538004255695
20210516-19:00,2000,0.0
20210516-19:00,2001,0.6423728412902066
20210516-20:00,1001,5.482094072468973
20210516-20:00,1002,15.488794791116884
20210516-20:00,1003,-6.279680597021927
20210516-20:00,2000,0.0
20210516-20:00,2001,0.6423728412902066
20210516-21:00,1001,5.687554592723519
20210516-21:00,1002,15.43710466888312
20210516-21:00,1003,-6.629257654589027
20210516-21:00,2000,0.0
20210516-21:00,2001,0.6423728412902066
20210516-22:00,1001,7.269503324383825
20210516-22:00,1002,13.300179403636363
20210516-22:00,1003,-11.935900535921538
20210516-22:00,2000,0.0
20210516-22:00,2001,0.6423728412902066
20210516-23:00,1001,8.793386566553481
20210516-23:00,1002,12.675844195402597
20210516-23:00,1003,-15.074378336332156
20210516-23:00,2000,0.0
20210516-23:00,2001,0.6423728412902066
20210517-00:00,1001,10.64688066813837
20210517-00:00,1002,11.923533459246752
20210517-00:00,1003,-18.904612127819785
20210517-00:00,2000,0.0
20210517-00:00,2001,0.6423728412902066
20210517-01:00,1001,13.055978693214822
20210517-01:00,1002,10.941625471662336
20210517-01:00,1003,-23.78502584417173
20210517-01:00,2000,0.0
20210517-01:00,2001,0.6423728412902066
20210517-02:00,1001,17.008009932680928
20210517-02:00,1002,7.467062348233759
20210517-02:00,1003,-34.014781709909045
20210517-02:00,2000,-9.530859474836662
20210517-02:00,2001,0.6423728412902066
20210517-03:00,1001,18.743913982391625
20210517-03:00,1002,6.633805893844149
20210517-03:00,1003,-37.69546454987436
20210517-03:00,2000,-12.305082304279207
20210517-03:00,2001,0.6423728412902066
20210517-04:00,1001,19.86592696701076
20210517-04:00,1002,6.122710661610384
20210517-04:00,1003,-39.83202355279515
20210517-04:00,2000,-13.827655598040744
20210517-04:00,2001,0.6423728412902066
20210517-05:00,1001,20.57072966023972
20210517-05:00,1002,5.2165472610909
20210517-05:00,1003,-42.01608315262058
20210517-05:00,2000,-16.208469701268815
20210517-05:00,2001,0.6423728412902066
20210517-06:00,1001,19.979710621250025
20210517-06:00,1002,5.325924532727265
20210517-06:00,1003,-40.90022835590757
20210517-06:00,2000,-15.573090719255632
20210517-06:00,2001,0.6423728412902066
20210517-07:00,1001,15.957089729660703
20210517-07:00,1002,6.5091582803636285
20210517-07:00,1003,-32.72091934462594
20210517-07:00,2000,-10.239146283592765
20210517-07:00,2001,0.6423728412902066
20210517-08:00,1001,15.02603247407822
20210517-08:00,1002,7.178564567766228
20210517-08:00,1003,-30.395663290103368
20210517-08:00,2000,-8.177478072767952
20210517-08:00,2001,0.6423728412902066
20210517-09:00,1001,13.771472158131148
20210517-09:00,1002,7.481878067896096
20210517-09:00,1003,-27.91460650958648
20210517-09:00,2000,-6.649171563315028
20210517-09:00,2001,0.6423728412902066
20210517-10:00,1001,10.549262516667945
20210517-10:00,1002,10.836166729870127
20210517-10:00,1003,-19.826121442090137
20210517-10:00,2000,1.5562199439606104
20210517-10:00,2001,0.6423728412902066
20210517-11:00,1001,9.57943475290489
20210517-11:00,1002,10.858292337558437
20210517-11:00,1003,-17.83587997552108
20210517-11:00,2000,2.5962331245420898
20210517-11:00,2001,0.6423728412902066
20210517-12:00,1001,8.777580018055986
20210517-12:00,1002,11.428730179506491
20210517-12:00,1003,-16.222157173000284
20210517-12:00,2000,3.9748024177296
20210517-12:00,2001,0.6423728412902066
20210517-13:00,1001,8.70958625415988
20210517-13:00,1002,11.45326193794805
20210517-13:00,1003,-16.144548518887728
20210517-13:00,2000,4.008058750624197
20210517-13:00,2001,0.6423728412902066
20210517-14:00,1001,8.029925783230011
20210517-14:00,1002,12.337795020441558
20210517-14:00,1003,-14.204638210195084
20210517-14:00,2000,6.146053388711245
20210517-14:00,2001,0.6423728412902066
20210517-15:00,1001,7.545147432196246
20210517-15:00,1002,13.12826307644156
20210517-15:00,1003,-12.560960006091191
20210517-15:00,2000,8.08818548059781
20210517-15:00,2001,0.6423728412902066
20210517-16:00,1001,7.349221202557284
20210517-16:00,1002,13.409311166493508
20210517-16:00,1003,-12.062987718597684
20210517-16:00,2000,8.667431156111853
20210517-16:00,2001,0.6423728412902066
20210517-17:00,1001,6.392593013687155
20210517-17:00,1002,14.503133954935066
20210517-17:00,1003,-9.297178832385562
20210517-17:00,2000,11.558072710615315
20210517-17:00,2001,0.6423728412902066
20210517-18:00,1001,6.261796994957285
20210517-18:00,1002,14.832253567064935
20210517-18:00,1003,-8.572042610692925
20210517-18:00,2000,12.474906553330685
20210517-18:00,2001,0.6423728412902066
20210517-19:00,1001,6.304335139035207
20210517-19:00,1002,14.79618336992208
20210517-19:00,1003,-8.678653803203744
20210517-19:00,2000,12.37156775256471
20210517-19:00,2001,0.6423728412902066
20210517-20:00,1001,5.762043642063778
20210517-20:00,1002,15.443544429610393
20210517-20:00,1003,-6.824834641584699
20210517-20:00,2000,14.31815343576084
20210517-20:00,2001,0.6423728412902066
20210517-21:00,1001,5.6172822462897525
20210517-21:00,1002,15.444302507038962
20210517-21:00,1003,-6.70499422005656
20210517-21:00,2000,6.751269002807817
20210517-21:00,2001,0.6423728412902066
20210517-22:00,1001,8.297266817634803
20210517-22:00,1002,12.384992543636365
20210517-22:00,1003,-14.965206727847631
20210517-22:00,2000,0.0
20210517-22:00,2001,0.6423728412902066
20210517-23:00,1001,9.92665408713927
20210517-23:00,1002,11.746873881844154
20210517-23:00,1003,-17.987504900804627
20210517-23:00,2000,0.0
20210517-23:00,2001,0.6423728412902066
20210518-00:00,1001,12.324869404096429
20210518-00:00,1002,10.922504925402595
20210518-00:00,1003,-22.766100808390004
20210518-00:00,2000,0.0
20210518-00:00,2001,0.6423728412902066
20210518-01:00,1001,14.57538781249336
20210518-01:00,1002,9.917881253688307
20210518-01:00,1003,-27.539494028687837
20210518-01:00,2000,-3.0275179006845705
20210518-01:00,2001,0.6423728412902066
20210518-02:00,1001,17.606272329142502
20210518-02:00,1002,6.7009245191948
20210518-02:00,1003,-35.80737581990307
20210518-02:00,2000,-11.424773442842433
20210518-02:00,2001,0.6423728412902066
20210518-03:00,1001,17.453833409682154
20210518-03:00,1002,6.887769210207787
20210518-03:00,1003,-35.415189390637266
20210518-03:00,2000,-10.99614105328728
20210518-03:00,2001,0.6423728412902066
20210518-04:00,1001,17.34591824711723
20210518-04:00,1002,6.995016756181812
20210518-04:00,1003,-35.370670143496696
20210518-04:00,2000,-10.947538626742327
20210518-04:00,2001,0.6423728412902066
20210518-05:00,1001,17.04402208195893
20210518-05:00,1002,6.827580951272721
20210518-05:00,1003,-35.269266255547194
20210518-05:00,2000,-11.307243190491562
20210518-05:00,2001,0.6423728412902066
20210518-06:00,1001,16.663527921076604
20210518-06:00,1002,6.835987517402591
20210518-06:00,1003,-34.67258034456415
20210518-06:00,2000,-11.078794580354478
20210518-06:00,2001,0.6423728412902066
20210518-07:00,1001,14.28469426543083
20210518-07:00,1002,7.602297332857137
20210518-07:00,1003,-29.873932312189016
20210518-07:00,2000,-7.915335966663331
20210518-07:00,2001,0.6423728412902066
20210518-08:00,1001,12.489611336001705
20210518-08:00,1002,8.880250879376621
20210518-08:00,1003,-25.89667747428395
20210518-08:00,2000,-4.483730010493333
20210518-08:00,2001,0.6423728412902066
20210518-09:00,1001,11.762340876269686
20210518-09:00,1002,8.978929656259737
20210518-09:00,1003,-24.450556493806197
20210518-09:00,2000,-3.6718381069724706
20210518-09:00,2001,0.6423728412902066
20210518-10:00,1001,10.188332748122006
20210518-10:00,1002,10.907201382103894
20210518-10:00,1003,-19.68011856118987
20210518-10:00,2000,1.4002709705244871
20210518-10:00,2001,0.6423728412902066
20210518-11:00,1001,9.051639282855836
20210518-11:00,1002,11.562693076883116
20210518-11:00,1003,-17.360323312740157
20210518-11:00,2000,3.2171388255555664
20210518-11:00,2001,0.6423728412902066
20210518-12:00,1001,8.898672732705336
20210518-12:00,1002,11.484959463142856
20210518-12:00,1003,-17.295406935511103
20210518-12:00,2000,3.0511994635948225
20210518-12:00,2001,0.6423728412902066
20210518-13:00,1001,8.151662362040401
20210518-13:00,1002,12.176544660077925
20210518-13:00,1003,-15.664675365355258
20210518-13:00,2000,4.604414581713399
20210518-13:00,2001,0.6423728412902066
20210518-14:00,1001,7.3094777011598815
20210518-14:00,1002,13.188965828467534
20210518-14:00,1003,-12.889605692459154
20210518-14:00,2000,7.506933770026523
20210518-14:00,2001,0.6423728412902066
20210518-15:00,1001,8.113292398388452
20210518-15:00,1002,12.355861807662338
20210518-15:00,1003,-15.222153997363916
20210518-15:00,2000,5.172811088670599
20210518-15:00,2001,0.6423728412902066
20210518-16:00,1001,7.879091125718324
20210518-16:00,1002,13.00617860418182
20210518-16:00,1003,-14.074675685770844
20210518-16:00,2000,6.709002237942062
20210518-16:00,2001,0.6423728412902066
20210518-17:00,1001,7.5287721879391025
20210518-17:00,1002,13.747684146129872
20210518-17:00,1003,-12.912239360900715
20210518-17:00,2000,8.232682481652475
20210518-17:00,2001,0.6423728412902066
20210518-18:00,1001,7.70156893367157
20210518-18:00,1002,13.877257741480523
20210518-18:00,1003,-13.093091079978636
20210518-18:00,2000,8.345147714926389
20210518-18:00,2001,0.6423728412902066
20210518-19:00,1001,7.65435946250274
20210518-19:00,1002,14.018482177844158
20210518-19:00,1003,-12.435837199459158
20210518-19:00,2000,9.075886510826203
20210518-19:00,2001,0.6423728412902066
20210518-20:00,1001,6.795415974835207
20210518-20:00,1002,14.60598571405195
20210518-20:00,1003,-10.45426472001327
20210518-20:00,2000,10.746234810816784
20210518-20:00,2001,0.6423728412902066
20210518-21:00,1001,7.022960527466375
20210518-21:00,1002,14.521353952727276
20210518-21:00,1003,-10.662077069636648
20210518-21:00,2000,6.791190422282426
20210518-21:00,2001,0.6423728412902066
20210518-22:00,1001,8.43818428702564
20210518-22:00,1002,12.63768565701299
20210518-22:00,1003,-15.70438313873873
20210518-22:00,2000,0.0
20210518-22:00,2001,0.6423728412902066
20210518-23:00,1001,8.978876810873738
20210518-23:00,1002,12.809121685038964
20210518-23:00,1003,-16.424246894342094
20210518-23:00,2000,0.0
20210518-23:00,2001,0.6423728412902066
20210519-00:00,1001,9.905355348703512
20210519-00:00,1002,12.563710236519483
20210519-00:00,1003,-18.244048070068896
20210519-00:00,2000,0.0
20210519-00:00,2001,0.6423728412902066
20210519-01:00,1001,11.79873714926812
20210519-01:00,1002,11.392036048857143
20210519-01:00,1003,-22.61959243922636
20210519-01:00,2000,0.0
20210519-01:00,2001,0.6423728412902066
20210519-02:00,1001,13.785181434743984
20210519-02:00,1002,9.388419468363637
20210519-02:00,1003,-28.1248077546776
20210519-02:00,2000,-4.829525465433752
20210519-02:00,2001,0.6423728412902066
20210519-03:00,1001,14.023992156936336
20210519-03:00,1002,9.186221002
20210519-03:00,1003,-28.78550757578289
20210519-03:00,2000,-5.431732695541682
20210519-03:00,2001,0.6423728412902066
20210519-04:00,1001,13.301335281394374
20210519-04:00,1002,9.193886303922074
20210519-04:00,1003,-27.566436073700608
20210519-04:00,2000,-4.934472170907773
20210519-04:00,2001,0.6423728412902066
20210519-05:00,1001,11.423344303387063
20210519-05:00,1002,10.393718696675323
20210519-05:00,1003,-23.00641028341154
20210519-05:00,2000,-1.155782266232987
20210519-05:00,2001,0.6423728412902066
20210519-06:00,1001,12.766606182044123
20210519-06:00,1002,9.783628774363637
20210519-06:00,1003,-25.994667266856677
20210519-06:00,2000,-3.3427477943241315
20210519-06:00,2001,0.6423728412902066
20210519-07:00,1001,10.728330962884469
20210519-07:00,1002,10.643194742675323
20210519-07:00,1003,-21.831100633377236
20210519-07:00,2000,-0.4453899486552467
20210519-07:00,2001,0.6423728412902066
20210519-08:00,1001,8.949038589027671
20210519-08:00,1002,12.627700042259743
20210519-08:00,1003,-17.02764097854955
20210519-08:00,2000,4.402369527202718
20210519-08:00,2001,0.6423728412902066
20210519-09:00,1001,7.968084072994464
20210519-09:00,1002,12.88770243657143
20210519-09:00,1003,-15.1176564645381
20210519-09:00,2000,5.54481799274599
20210519-09:00,2001,0.6423728412902066
20210519-10:00,1001,6.556159115491168
20210519-10:00,1002,13.684873549558445
20210519-10:00,1003,-11.251659492530129
20210519-10:00,2000,8.673213031750219
20210519-10:00,2001,0.6423728412902066
20210519-11:00,1001,6.736020917250684
20210519-11:00,1002,13.487889686545454
20210519-11:00,1003,-11.338770782767943
20210519-11:00,2000,1.5192497893966674
20210519-11:00,2001,0.6423728412902066
20210519-12:00,1001,7.252129304752089
20210519-12:00,1002,13.227493284285714
20210519-12:00,1003,-12.201167888922358
20210519-12:00,2000,0.0
20210519-12:00,2001,0.6423728412902066
20210519-13:00,1001,7.702411320136505
20210519-13:00,1002,13.01152431464935
20210519-13:00,1003,-13.115923628848767
20210519-13:00,2000,0.0
20210519-13:00,2001,0.6423728412902066
20210519-14:00,1001,7.415448684258583
20210519-14:00,1002,13.518285916233769
20210519-14:00,1003,-12.06622399762366
20210519-14:00,2000,0.0
20210519-14:00,2001,0.6423728412902066
20210519-15:00,1001,7.129765689614428
20210519-15:00,1002,13.786808508077923
20210519-15:00,1003,-11.468657101788164
20210519-15:00,2000,0.0
20210519-15:00,2001,0.6423728412902066
20210519-16:00,1001,6.971248829998843
20210519-16:00,1002,13.81748854818182
20210519-16:00,1003,-11.354462335762186
20210519-16:00,2000,0.0
20210519-16:00,2001,0.6423728412902066
20210519-17:00,1001,6.495822307627415
20210519-17:00,1002,14.279479269246757
20210519-17:00,1003,-10.04779908419076
20210519-17:00,2000,0.0
20210519-17:00,2001,0.6423728412902066
20210519-18:00,1001,6.391913260546895
20210519-18:00,1002,14.296319082805196
20210519-18:00,1003,-9.9674744819137
20210519-18:00,2000,0.0
20210519-18:00,2001,0.6423728412902066
20210519-19:00,1001,6.537608402713129
20210519-19:00,1002,14.24880815818182
20210519-19:00,1003,-10.260299718857423
20210519-19:00,2000,0.0
20210519-19:00,2001,0.6423728412902066
20210519-20:00,1001,6.8129311163365065
20210519-20:00,1002,14.207210956493508
20210519-20:00,1003,-10.554885193944006
20210519-20:00,2000,0.0
20210519-20:00,2001,0.6423728412902066
20210519-21:00,1001,7.044071208978064
20210519-21:00,1002,14.176263348727275
20210519-21:00,1003,-10.861547253108506
20210519-21:00,2000,0.0
20210519-21:00,2001,0.6423728412902066
20210519-22:00,1001,7.131000551068895
20210519-22:00,1002,13.677553138467532
20210519-22:00,1003,-11.486427288333449
20210519-22:00,2000,0.0
20210519-22:00,2001,0.6423728412902066
20210519-23:00,1001,8.283211451312562
20210519-23:00,1002,13.180309321792208
20210519-23:00,1003,-13.811577707762572
20210519-23:00,2000,0.0
20210519-23:00,2001,0.6423728412902066
20210520-00:00,1001,10.415887356005792
20210520-00:00,1002,12.38148204638961
20210520-00:00,1003,-18.166268710781267
20210520-00:00,2000,0.0
20210520-00:00,2001,0.6423728412902066
20210520-01:00,1001,12.941769009729024
20210520-01:00,1002,11.438485680987013
20210520-01:00,1003,-23.32499393043116
20210520-01:00,2000,0.0
20210520-01:00,2001,0.6423728412902066
20210520-02:00,1001,16.211027114497092
20210520-02:00,1002,9.012377140545452
20210520-02:00,1003,-31.50219637484493
20210520-02:00,2000,-5.864633301530805
20210520-02:00,2001,0.6423728412902066
20210520-03:00,1001,17.709134932943932
20210520-03:00,1002,8.517801107844154
20210520-03:00,1003,-34.58953283095808
20210520-03:00,2000,-7.79081123615436
20210520-03:00,2001,0.6423728412902066
20210520-04:00,1001,18.8367328573791
20210520-04:00,1002,8.11355459742857
20210520-04:00,1003,-36.83509728754338
20210520-04:00,2000,-9.184477672912045
20210520-04:00,2001,0.6423728412902066
20210520-05:00,1001,19.052757033279203
20210520-05:00,1002,7.255617129999996
20210520-05:00,1003,-38.47758393151027
20210520-05:00,2000,-11.276137597710928
20210520-05:00,2001,0.6423728412902066
20210520-06:00,1001,18.571463734047544
20210520-06:00,1002,7.274404308181815
20210520-06:00,1003,-37.61254442169394
20210520-06:00,2000,-10.872520516846086
20210520-06:00,2001,0.6423728412902066
20210520-07:00,1001,18.191330933989956
20210520-07:00,1002,7.180319835064932
20210520-07:00,1003,-36.96250048034349
20210520-07:00,2000,-10.679135345042715
20210520-07:00,2001,0.6423728412902066
20210520-08:00,1001,17.00569103123539
20210520-08:00,1002,7.326501384259735
20210520-08:00,1003,-34.71044225991318
20210520-08:00,2000,-9.53354963302784
20210520-08:00,2001,0.6423728412902066
20210520-09:00,1001,14.820301406678968
20210520-09:00,1002,8.078193044649346
20210520-09:00,1003,-30.379100163472856
20210520-09:00,2000,-6.850805232376472
20210520-09:00,2001,0.6423728412902066
20210520-10:00,1001,10.594641679053996
20210520-10:00,1002,10.986590493454544
20210520-10:00,1003,-20.430486639703854
20210520-10:00,2000,1.0505639434067884
20210520-10:00,2001,0.6423728412902066
20210520-11:00,1001,9.00910818338032
20210520-11:00,1002,11.479716833636363
20210520-11:00,1003,-17.35452123424441
20210520-11:00,2000,2.8522391876129385
20210520-11:00,2001,0.6423728412902066
20210520-12:00,1001,8.164101515972868
20210520-12:00,1002,11.93029588064935
20210520-12:00,1003,-15.535407288576035
20210520-12:00,2000,4.135021945056444
20210520-12:00,2001,0.6423728412902066
20210520-13:00,1001,8.139974602289751
20210520-13:00,1002,11.99985027794805
20210520-13:00,1003,-15.409481480056556
20210520-13:00,2000,4.275905738250383
20210520-13:00,2001,0.6423728412902066
20210520-14:00,1001,7.726028835718322
20210520-14:00,1002,12.513946397688311
20210520-14:00,1003,-14.21242901196132
20210520-14:00,2000,5.429546675044065
20210520-14:00,2001,0.6423728412902066
20210520-15:00,1001,7.565309798118323
20210520-15:00,1002,12.860657794363636
20210520-15:00,1003,-13.50170680643751
20210520-15:00,2000,6.215049567152555
20210520-15:00,2001,0.6423728412902066
20210520-16:00,1001,7.573893125900141
20210520-16:00,1002,12.84148850574026
20210520-16:00,1003,-13.551726638454824
20210520-16:00,2000,6.138110110455027
20210520-16:00,2001,0.6423728412902066
20210520-17:00,1001,7.120621789902739
20210520-17:00,1002,13.379008745298702
20210520-17:00,1003,-12.046274411792488
20210520-17:00,2000,7.531398498044286
20210520-17:00,2001,0.6423728412902066
20210520-18:00,1001,7.013641433539103
20210520-18:00,1002,13.475645846597402
20210520-18:00,1003,-11.789402389281667
20210520-18:00,2000,7.721215438561493
20210520-18:00,2001,0.6423728412902066
20210520-19:00,1001,7.02278261735209
20210520-19:00,1002,13.619070202545457
20210520-19:00,1003,-11.733209124208075
20210520-19:00,2000,7.87530176778782
20210520-19:00,2001,0.6423728412902066
20210520-20:00,1001,6.8897910988248166
20210520-20:00,1002,13.97378231166234
20210520-20:00,1003,-11.182985164757858
20210520-20:00,2000,8.52310493085723
20210520-20:00,2001,0.6423728412902066
20210520-21:00,1001,6.759032233593649
20210520-21:00,1002,14.062331830051953
20210520-21:00,1003,-10.96505372270591
20210520-21:00,2000,8.641859799532561
20210520-21:00,2001,0.6423728412902066
20210520-22:00,1001,8.265667669760266
20210520-22:00,1002,12.132008399610388
20210520-22:00,1003,-16.19981187821536
20210520-22:00,2000,1.6627529338396414
20210520-22:00,2001,0.6423728412902066
20210520-23:00,1001,9.68731640129527
20210520-23:00,1002,11.61036632031169
20210520-23:00,1003,-19.016932049793844
20210520-23:00,2000,0.0
20210520-23:00,2001,0.6423728412902066
20210521-00:00,1001,11.587431766109058
20210521-00:00,1002,11.013825517376624
20210521-00:00,1003,-22.88265032761579
20210521-00:00,2000,-0.24351558790196393
20210521-00:00,2001,0.6423728412902066
20210521-01:00,1001,13.681939473778115
20210521-01:00,1002,10.315240028779222
